dev,alg,reps,n,bs,q,lr,t,q/s,ns/q,construction,outbuffer,tempbffer
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,8388608,-2,0.147761,227086033.257064,4.403617,1684.156494,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,8388608,-2,0.146848,228497392.055815,4.376418,1677.329102,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,8388608,-2,0.144766,231783403.761998,4.314373,1692.870728,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,8388608,-2,0.144675,231929762.364895,4.311650,1725.064941,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,16777216,-2,0.300537,223296476.659723,4.478351,1722.497437,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,16777216,-2,0.283904,236378574.024731,4.230502,1690.073242,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,16777216,-2,0.288729,232428403.565852,4.302400,1728.822632,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,16777216,-2,0.282945,237179935.108083,4.216208,1680.058594,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,33554432,-2,0.556504,241179970.182618,4.146281,1678.558472,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,33554432,-2,0.563840,238042342.246061,4.200933,1722.790649,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,33554432,-2,0.575603,233177567.510978,4.288577,1700.836426,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,33554432,-2,0.563603,238142337.821747,4.199169,1729.101562,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,67108864,-2,1.112303,241333010.632258,4.143652,1694.529907,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,67108864,-2,1.134123,236689938.120282,4.224937,1714.445435,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,67108864,-2,1.105063,242914194.484172,4.116680,1702.059814,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,67108864,-2,1.131396,237260416.237331,4.214778,1709.714355,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,1,-3,0.034847,114.786997,8711788.177490,1692.627686,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,1,-3,0.000483,8286.943774,120671.749115,1723.838501,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,1,-3,0.000531,7531.424562,132777.005434,1750.255371,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,1,-3,0.000457,8748.772547,114301.748574,1713.895386,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,2,-3,0.000458,17485.689131,57189.624757,1700.297729,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,2,-3,0.000563,14219.491988,70326.000452,1724.780273,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,2,-3,0.000495,16175.439117,61822.123826,1701.012817,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,2,-3,0.000543,14738.990484,67847.251892,1706.184692,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,4,-3,0.000479,33369.622687,29967.375100,1687.369385,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,4,-3,0.000490,32680.605709,30599.188060,1705.204102,19.991576,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,4,-3,0.000455,35174.344674,28429.811820,1737.186035,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,4,-3,0.000490,32671.930486,30607.312918,1694.853027,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,8,-3,0.000455,70351.782163,14214.280993,1700.679565,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,8,-3,0.034189,935.967002,1068413.734436,1749.526367,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,8,-3,0.000471,67946.753639,14717.406593,1763.449951,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,8,-3,0.000478,66898.443309,14948.030934,1704.327759,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,16,-3,0.000521,122810.518997,8142.624982,1699.000366,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,16,-3,0.000473,135401.876650,7385.422010,1697.953369,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,16,-3,0.000454,140904.916835,7096.984424,1735.609497,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,16,-3,0.000457,139919.153674,7146.984339,1800.062744,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,32,-3,0.000457,280254.945591,3568.179673,1683.072876,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,32,-3,0.000529,242168.307297,4129.359499,1706.722778,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,32,-3,0.000506,252766.105943,3956.226632,1697.464355,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,32,-3,0.000476,268971.415166,3717.867192,1738.670410,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,64,-3,0.004023,63638.045024,15713.870525,1735.777466,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,64,-3,0.000528,484630.035579,2063.429682,1703.685303,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,64,-3,0.000495,516829.243011,1934.875036,1731.612915,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,64,-3,0.000453,565487.178616,1768.386690,1685.687622,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,128,-3,0.000480,1065849.541225,938.218727,1707.506104,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,128,-3,0.000483,1060487.126804,942.962884,1756.144287,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,128,-3,0.000523,979889.255929,1020.523487,1703.601196,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,128,-3,0.000485,1056371.446148,946.636719,1729.116577,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,256,-3,0.000497,2060743.601120,485.261728,1678.555054,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,256,-3,0.001427,717342.551464,1394.034130,1716.095947,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,256,-3,0.000528,1938633.891844,515.827152,1723.164551,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,256,-3,0.000529,1937493.063824,516.130880,1710.715210,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,512,-3,0.001646,1244443.905648,803.571776,1703.975220,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,512,-3,0.000616,3322523.288832,300.976069,1679.990967,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,512,-3,0.000635,3226065.679479,309.975090,1702.406616,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,512,-3,0.000729,2808283.909530,356.089353,1685.609619,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,1024,-3,0.000670,6115805.939870,163.510747,1742.294434,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,1024,-3,0.000698,5868194.726150,170.410160,1707.602417,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,1024,-3,0.004533,903648.040400,1106.625539,1733.427124,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,1024,-3,0.000814,5032237.595480,198.718757,1718.409424,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,2048,-3,0.001411,5806877.495669,172.209591,1710.866455,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,2048,-3,0.001065,7688726.468452,130.060551,1689.918457,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,2048,-3,0.000949,8633663.558319,115.825685,1778.844116,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,2048,-3,0.000972,8429770.015428,118.627198,1733.296387,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,4096,-3,0.002002,8182099.869528,122.218014,1705.002075,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,4096,-3,0.002014,8135983.333894,122.910773,1669.124634,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,4096,-3,0.001367,11985623.549488,83.433290,1748.782837,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,4096,-3,0.001437,11402546.599636,87.699707,1710.699219,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,8192,-3,0.002410,13594728.547683,73.557923,1695.156372,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,8192,-3,0.002661,12314079.279657,81.207858,1669.424194,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,8192,-3,0.002463,13301907.544457,75.177188,1693.950439,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,8192,-3,0.002474,13247158.689524,75.487886,1681.087402,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,16384,-3,0.003893,16834110.237438,59.403199,1729.224731,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,16384,-3,0.004742,13819950.681787,72.359158,1689.937256,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,16384,-3,0.004268,15355259.375254,65.124266,1704.107666,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,16384,-3,0.004054,16167158.382895,61.853789,1688.891846,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,32768,-3,0.006333,20697537.235144,48.314927,1737.690063,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,32768,-3,0.006403,20470069.514765,48.851813,1733.208984,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,32768,-3,0.007675,17078733.195698,58.552352,1707.483643,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,32768,-3,0.006394,20498557.449569,48.783921,1714.322998,19.991576,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,65536,-3,0.009981,26263963.532866,38.074984,1714.900513,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,65536,-3,0.009721,26965924.549773,37.083839,1719.531738,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,65536,-3,0.009938,26377630.100821,37.910911,1683.450195,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,65536,-3,0.010265,25537791.345514,39.157654,1705.911987,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,131072,-3,0.013177,39789123.414387,25.132496,1720.267822,19.991576,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,131072,-3,0.013585,38592861.507954,25.911528,1691.102295,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,131072,-3,0.030271,17319552.457038,57.738212,1705.411011,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,131072,-3,0.013630,38465475.957075,25.997339,1717.135986,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,262144,-3,0.015984,65600129.097302,15.243872,1703.147217,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,262144,-3,0.015945,65763879.472562,15.205916,1676.176880,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,262144,-3,0.016372,64047947.538441,15.613303,1691.916626,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,262144,-3,0.015886,66007346.265353,15.149829,1707.519165,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,524288,-3,0.018497,113380854.252129,8.819831,1675.340698,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,524288,-3,0.020061,104536625.535988,9.566025,1703.877808,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,524288,-3,0.017803,117796643.016094,8.489206,1764.254639,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,524288,-3,0.018349,114292352.043748,8.749492,1705.192627,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,1048576,-3,0.024801,169119430.475153,5.912981,1707.231934,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,1048576,-3,0.022319,187927929.380183,5.321189,1722.539429,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,1048576,-3,0.023079,181738210.120868,5.502420,1670.579834,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,1048576,-3,0.020008,209629894.713522,4.770312,1720.111328,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,2097152,-3,0.031975,262349802.067817,3.811705,1710.589111,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,2097152,-3,0.031772,264024312.978483,3.787530,1699.520630,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,2097152,-3,0.031981,262299686.156437,3.812433,1706.196777,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,2097152,-3,0.029391,285418371.734872,3.503629,1708.657349,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,4194304,-3,0.052322,320655929.917808,3.118608,1680.859497,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,4194304,-3,0.055837,300467216.190024,3.328150,1717.135742,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,4194304,-3,0.051960,322886936.300397,3.097059,1689.503906,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,4194304,-3,0.054678,306834296.170102,3.259088,1682.402710,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,8388608,-3,0.090696,369967231.672831,2.702942,1711.332642,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,8388608,-3,0.091820,365435676.988523,2.736460,1664.367188,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,8388608,-3,0.101528,330494937.694999,3.025765,1732.829712,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,8388608,-3,0.090922,369047164.459204,2.709681,1682.218140,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,16777216,-3,0.166229,403713214.556250,2.477006,1685.319702,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,16777216,-3,0.170489,393625457.175650,2.540486,1710.115845,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,16777216,-3,0.167360,400985632.968365,2.493855,1686.107544,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,16777216,-3,0.165920,404464894.933951,2.472402,1700.268555,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,33554432,-3,0.312691,429234871.178101,2.329727,1719.441040,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,33554432,-3,0.307702,436193881.776443,2.292559,1702.004272,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,33554432,-3,0.312924,428914929.953803,2.331465,1668.844238,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,33554432,-3,0.311008,431556696.373637,2.317193,1710.574463,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,67108864,-3,0.603614,444713757.334868,2.248637,1680.636719,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,67108864,-3,0.606772,442399011.634327,2.260403,1702.980103,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,67108864,-3,0.673905,398328064.261466,2.510493,1682.973267,20.122648,0.000000
CPU AMAX-H100,[CPU] HRMQ,4,67108864,0,67108864,-3,0.613170,437783056.512039,2.284236,1668.947388,20.122648,0.000000
