dev,alg,reps,n,bs,q,lr,t,q/s,ns/q,construction,outbuffer,tempbuffer
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,1000000,61,67108864,-1,0.376066,2855197638.938823,0.350238,2.971025,68.346496,4.321024
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,1000000,61,67108864,-1,0.377970,2840811141.251510,0.352012,2.102012,68.346496,4.321024
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,1000000,61,67108864,-1,0.374141,2869883208.214905,0.348446,2.114663,68.346496,4.321024
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,1000000,61,67108864,-1,0.388344,2764924065.887859,0.361674,2.092502,68.346496,4.321024
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,1000000,61,67108864,-1,0.374420,2867749681.357615,0.348705,2.090492,68.346496,4.321024
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,1000000,61,67108864,-1,0.369047,2909497434.687253,0.343702,2.076902,68.346496,4.321024
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,1000000,61,67108864,-1,0.361795,2967814941.423051,0.336948,2.069421,68.346496,4.321024
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,1000000,61,67108864,-1,0.372228,2884631464.338522,0.346665,2.107332,68.346496,4.321024
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,1000000,61,67108864,-1,0.366567,2929180914.372982,0.341392,2.086802,68.346496,4.321024
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,1000000,61,67108864,-1,0.365938,2934214307.365205,0.340807,2.091672,68.346496,4.321024
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,1000000,61,67108864,-1,0.372005,2886366997.783648,0.346456,2.085452,68.346496,4.321024
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,1000000,61,67108864,-1,0.371010,2894107348.238190,0.345530,2.088872,68.346496,4.321024
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,1000000,61,67108864,-1,0.381787,2812412539.789493,0.355567,2.103622,68.346496,4.321024
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,1000000,61,67108864,-1,0.486276,2208092858.964393,0.452880,2.100172,68.346496,4.321024
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,1000000,61,67108864,-1,0.403562,2660660287.231817,0.375847,2.081102,68.346496,4.321024
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,1000000,61,67108864,-1,0.371143,2893064561.907054,0.345654,2.061791,68.346496,4.321024
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,2000000,122,67108864,-1,0.450903,2381312423.940600,0.419936,3.717157,135.582080,8.571008
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,2000000,122,67108864,-1,0.447734,2398170970.171496,0.416984,3.684206,135.582080,8.571008
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,2000000,122,67108864,-1,0.481453,2230213064.029080,0.448388,3.734837,135.582080,8.571008
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,2000000,122,67108864,-1,0.879534,1220807641.515487,0.819130,3.717557,135.582080,8.571008
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,2000000,122,67108864,-1,0.486947,2205047445.172210,0.453505,3.718987,135.582080,8.571008
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,2000000,122,67108864,-1,0.420230,2555127734.980051,0.391370,3.724476,135.582080,8.571008
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,2000000,122,67108864,-1,0.463671,2315742922.400067,0.431827,3.717217,135.582080,8.571008
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,2000000,122,67108864,-1,0.427626,2510936136.575669,0.398258,3.698197,135.582080,8.571008
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,2000000,122,67108864,-1,0.424819,2527526689.199327,0.395644,3.712617,135.582080,8.571008
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,2000000,122,67108864,-1,0.769322,1395698802.340611,0.716487,3.711106,135.582080,8.571008
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,2000000,122,67108864,-1,0.430128,2496329375.260307,0.400588,3.684016,135.582080,8.571008
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,2000000,122,67108864,-1,0.831233,1291745380.852398,0.774146,3.722307,135.582080,8.571008
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,2000000,122,67108864,-1,0.454677,2361549680.034478,0.423451,3.715527,135.582080,8.571008
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,2000000,122,67108864,-1,0.494012,2173514347.787776,0.460084,3.716047,135.582080,8.571008
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,2000000,122,67108864,-1,0.784769,1368227061.413939,0.730873,3.693306,135.582080,8.571008
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,2000000,122,67108864,-1,0.421865,2545225458.758727,0.392893,3.695457,135.582080,8.571008
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,3000000,183,67108864,-1,0.504989,2126266534.386697,0.470308,5.380842,202.817408,12.820992
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,3000000,183,67108864,-1,0.570292,1882791682.671190,0.531126,5.369861,202.817408,12.820992
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,3000000,183,67108864,-1,0.551850,1945712415.466702,0.513951,5.359462,202.817408,12.820992
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,3000000,183,67108864,-1,1.184655,906375383.019202,1.103296,5.337691,202.817408,12.820992
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,3000000,183,67108864,-1,0.537933,1996051287.311933,0.500989,5.456164,202.817408,12.820992
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,3000000,183,67108864,-1,0.511904,2097545698.895325,0.476748,5.347071,202.817408,12.820992
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,3000000,183,67108864,-1,1.303482,823748988.676006,1.213962,5.368512,202.817408,12.820992
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,3000000,183,67108864,-1,0.538904,1992454309.708978,0.501894,5.362592,202.817408,12.820992
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,3000000,183,67108864,-1,0.563899,1904138800.251112,0.525172,5.399062,202.817408,12.820992
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,3000000,183,67108864,-1,0.613198,1751053267.947833,0.571085,5.365482,202.817408,12.820992
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,3000000,183,67108864,-1,0.950502,1129657744.961656,0.885224,5.376112,202.817408,12.820992
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,3000000,183,67108864,-1,0.548747,1956715582.676310,0.511060,5.362611,202.817408,12.820992
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,3000000,183,67108864,-1,1.428370,751725465.363052,1.330273,5.359272,202.817408,12.820992
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,3000000,183,67108864,-1,0.960709,1117655862.610086,0.894730,5.343491,202.817408,12.820992
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,3000000,183,67108864,-1,0.516006,2080870640.270926,0.480568,5.370843,202.817408,12.820992
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,3000000,183,67108864,-1,0.545184,1969502813.768193,0.507742,5.378032,202.817408,12.820992
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,4000000,7812,67108864,-1,0.843712,1272640163.961081,0.785768,8.152164,268.985472,17.003520
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,4000000,7812,67108864,-1,0.865142,1241115979.792994,0.805726,8.181764,268.985472,17.003520
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,4000000,7812,67108864,-1,0.864959,1241378890.093687,0.805556,8.170215,268.985472,17.003520
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,4000000,7812,67108864,-1,0.843597,1272813268.461638,0.785661,8.161625,268.985472,17.003520
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,4000000,7812,67108864,-1,0.793397,1353348143.005967,0.738908,8.137425,268.985472,17.003520
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,4000000,7812,67108864,-1,0.741425,1448213460.423532,0.690506,8.197626,268.985472,17.003520
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,4000000,7812,67108864,-1,0.726520,1477924992.774357,0.676624,8.150724,268.985472,17.003520
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,4000000,7812,67108864,-1,0.749662,1432300696.954122,0.698177,8.183365,268.985472,17.003520
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,4000000,7812,67108864,-1,0.744116,1442976105.465411,0.693012,8.213945,268.985472,17.003520
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,4000000,7812,67108864,-1,0.770928,1392791686.060220,0.717982,8.160025,268.985472,17.003520
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,4000000,7812,67108864,-1,0.810103,1325438901.538004,0.754467,8.115794,268.985472,17.003520
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,4000000,7812,67108864,-1,0.743853,1443486054.524336,0.692767,8.151015,268.985472,17.003520
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,4000000,7812,67108864,-1,0.794733,1351071829.337901,0.740153,8.183084,268.985472,17.003520
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,4000000,7812,67108864,-1,0.920215,1166838268.813957,0.857017,8.124405,268.985472,17.003520
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,4000000,7812,67108864,-1,0.801047,1340423823.359732,0.746033,8.191204,268.985472,17.003520
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,4000000,7812,67108864,-1,0.736374,1458146494.630850,0.685802,8.203197,268.985472,17.003520
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,5000000,9765,67108864,-1,0.883837,1214864449.950317,0.823137,10.370718,336.220928,21.253504
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,5000000,9765,67108864,-1,0.885624,1212412879.036354,0.824802,10.419329,336.220928,21.253504
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,5000000,9765,67108864,-1,0.859404,1249402527.031644,0.800383,10.354488,336.220928,21.253504
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,5000000,9765,67108864,-1,0.799487,1343037684.009447,0.744581,10.395787,336.220928,21.253504
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,5000000,9765,67108864,-1,0.801380,1339865186.586440,0.746344,10.366629,336.220928,21.253504
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,5000000,9765,67108864,-1,0.882366,1216889352.186618,0.821767,10.399939,336.220928,21.253504
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,5000000,9765,67108864,-1,0.788285,1362123927.996190,0.734148,10.348397,336.220928,21.253504
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,5000000,9765,67108864,-1,0.821685,1306756222.526227,0.765254,10.398040,336.220928,21.253504
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,5000000,9765,67108864,-1,0.788998,1360893300.689568,0.734811,10.371438,336.220928,21.253504
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,5000000,9765,67108864,-1,0.811773,1322711108.378834,0.756023,10.351707,336.220928,21.253504
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,5000000,9765,67108864,-1,0.832358,1289999576.488056,0.775194,10.421398,336.220928,21.253504
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,5000000,9765,67108864,-1,0.953829,1125717486.575360,0.888322,10.385418,336.220928,21.253504
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,5000000,9765,67108864,-1,0.780523,1375670197.694666,0.726918,10.399599,336.220928,21.253504
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,5000000,9765,67108864,-1,0.865828,1240132499.651657,0.806365,10.404789,336.220928,21.253504
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,5000000,9765,67108864,-1,0.880074,1220058772.229393,0.819633,10.376609,336.220928,21.253504
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,5000000,9765,67108864,-1,0.975510,1100698387.018153,0.908514,10.479099,336.220928,21.253504
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,6000000,11718,67108864,-1,0.829888,1293839247.499520,0.772894,12.701995,403.456384,25.503616
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,6000000,11718,67108864,-1,0.849175,1264452502.199112,0.790856,12.707174,403.456384,25.503616
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,6000000,11718,67108864,-1,0.848490,1265473584.699153,0.790218,12.622843,403.456384,25.503616
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,6000000,11718,67108864,-1,1.007321,1065938172.871870,0.938141,12.671364,403.456384,25.503616
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,6000000,11718,67108864,-1,0.868954,1235671246.399667,0.809277,12.664673,403.456384,25.503616
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,6000000,11718,67108864,-1,1.248374,860112277.122976,1.162639,12.625773,403.456384,25.503616
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,6000000,11718,67108864,-1,0.869612,1234736149.488526,0.809890,12.650883,403.456384,25.503616
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,6000000,11718,67108864,-1,0.926575,1158828662.974465,0.862940,12.664103,403.456384,25.503616
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,6000000,11718,67108864,-1,0.939587,1142780289.328226,0.875059,12.657904,403.456384,25.503616
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,16,6000000,11718,67108864,-1,0.896002,1198369714.292526,0.834467,12.682684,403.456384,25.503616
