dev,alg,reps,n,bs,q,lr,t,q/s,ns/q,construction,outbuffer,tempbffer
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,512,-3,0.000230,17812257.771668,56.141114,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,512,-3,0.000225,18183190.352887,54.995849,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,512,-3,0.000247,16611039.702246,60.200928,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,512,-3,0.000236,17331477.365472,57.698486,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,1024,-3,0.000460,17821984.133593,56.110475,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,1024,-3,0.000463,17689598.275097,56.530396,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,1024,-3,0.000473,17333274.076223,57.692505,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,1024,-3,0.000456,17981593.123454,55.612425,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,1024,-3,0.000448,18282205.019384,54.697997,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,1024,-3,0.000488,16793871.494257,59.545531,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,1024,-3,0.000457,17937887.304600,55.747925,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,1024,-3,0.000458,17890877.245700,55.894408,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,2048,-3,0.000465,35270284.859504,28.352479,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,2048,-3,0.000467,35104784.767513,28.486145,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,2048,-3,0.000481,34085258.304191,29.338196,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,2048,-3,0.000461,35516479.012519,28.155944,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,2048,-3,0.000479,34189817.113808,29.248475,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,2048,-3,0.000474,34591161.888827,28.909119,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,2048,-3,0.000471,34813872.276647,28.724182,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,2048,-3,0.000462,35455835.581082,28.204102,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,4096,-3,0.000487,67338238.986548,14.850403,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,4096,-3,0.000472,69463904.029508,14.395966,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,4096,-3,0.000473,69341898.282723,14.421295,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,4096,-3,0.000478,68613164.925271,14.574463,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,4096,-3,0.000469,69919087.255936,14.302246,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,4096,-3,0.000468,70083431.723779,14.268708,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,4096,-3,0.000473,69240799.369553,14.442352,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,4096,-3,0.000483,67854308.852761,14.737458,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,8192,-3,0.000502,130600018.218005,7.656967,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,8192,-3,0.000483,135750790.578069,7.366440,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,8192,-3,0.000494,132570844.353527,7.543137,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,8192,-3,0.000482,135930986.086476,7.356674,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,8192,-3,0.000493,133049919.363284,7.515976,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,8192,-3,0.000493,132815336.183045,7.529251,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,8192,-3,0.000484,135512190.332777,7.379410,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,8192,-3,0.000498,131720860.365445,7.591812,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,16384,-3,0.000653,200728956.571166,4.981842,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,16384,-3,0.000633,207150181.120444,4.827416,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,16384,-3,0.000643,203819121.715896,4.906311,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,16384,-3,0.000673,194711505.110392,5.135803,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,16384,-3,0.000645,203111635.084204,4.923401,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,16384,-3,0.000658,199188494.866671,5.020370,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,16384,-3,0.000637,205648614.439765,4.862663,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,16384,-3,0.000646,202847907.976838,4.929802,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,32768,-3,0.000897,292230926.376459,3.421951,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,32768,-3,0.000908,288567229.719197,3.465397,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,32768,-3,0.000886,295829176.338625,3.380329,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,32768,-3,0.000885,296293960.322630,3.375027,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,32768,-3,0.000894,293257763.987474,3.409969,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,32768,-3,0.000897,292143321.626734,3.422977,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,32768,-3,0.000893,293704611.153966,3.404781,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,32768,-3,0.000888,295322274.316306,3.386131,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,65536,-3,0.001632,321338774.001352,3.111981,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,65536,-3,0.001617,324278516.399744,3.083769,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,65536,-3,0.001613,324991901.972010,3.077000,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,65536,-3,0.001602,327257834.635939,3.055695,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,65536,-3,0.001633,320976794.827643,3.115490,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,65536,-3,0.001646,318599125.557081,3.138741,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,65536,-3,0.001567,334656970.424946,2.988134,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,65536,-3,0.001630,321671970.841234,3.108757,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,131072,-3,0.002923,358788898.048741,2.787154,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,131072,-3,0.002955,354863295.251208,2.817987,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,131072,-3,0.002917,359475236.366282,2.781833,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,131072,-3,0.002896,362085735.949094,2.761777,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,131072,-3,0.002981,351709086.649950,2.843259,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,131072,-3,0.002863,366221122.700182,2.730591,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,131072,-3,0.002876,364532786.393837,2.743237,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,131072,-3,0.002943,356262977.872075,2.806915,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,262144,-3,0.006399,327754572.631262,3.051063,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,262144,-3,0.006441,325575724.470799,3.071482,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,262144,-3,0.006475,323875730.174751,3.087604,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,262144,-3,0.006449,325196062.840406,3.075068,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,262144,-3,0.006501,322600809.200437,3.099806,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,262144,-3,0.006388,328287638.369686,3.046109,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,262144,-3,0.006514,321929279.597820,3.106272,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,262144,-3,0.006449,325187478.884221,3.075149,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,524288,-3,0.012776,328301778.185750,3.045978,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,524288,-3,0.012883,325563336.767134,3.071599,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,524288,-3,0.012837,326727668.392902,3.060653,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,524288,-3,0.012869,325924847.260767,3.068192,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,524288,-3,0.012858,326190991.416847,3.065689,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,524288,-3,0.012954,323779450.595518,3.088522,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,524288,-3,0.012845,326532295.700006,3.062484,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,524288,-3,0.012996,322743750.124128,3.098433,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,1048576,-3,0.025013,335364857.634930,2.981827,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,1048576,-3,0.024873,337251677.200034,2.965145,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,1048576,-3,0.025030,335139228.843798,2.983835,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,1048576,-3,0.024749,338944836.201823,2.950333,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,1048576,-3,0.024682,339864923.366911,2.942345,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,1048576,-3,0.024852,337544524.714552,2.962572,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,1048576,-3,0.024711,339472632.072523,2.945746,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,1048576,-3,0.025016,335330005.771305,2.982137,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,2097152,-3,0.048594,345255771.225489,2.896403,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,2097152,-3,0.048508,345862132.154112,2.891325,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,2097152,-3,0.048776,343966852.449870,2.907257,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,2097152,-3,0.048746,344179019.333688,2.905465,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,2097152,-3,0.048703,344476606.393349,2.902955,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,2097152,-3,0.048613,345119278.812231,2.897549,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,2097152,-3,0.048583,345329833.308587,2.895782,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,2097152,-3,0.048644,344896998.683163,2.899416,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,4194304,-3,0.096183,348859659.090776,2.866482,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,4194304,-3,0.096316,348377807.626035,2.870447,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,4194304,-3,0.096457,347867539.255820,2.874657,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,4194304,-3,0.096524,347628901.227960,2.876631,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,4194304,-3,0.096229,348695004.993231,2.867836,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,4194304,-3,0.096508,347686173.075366,2.876157,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,4194304,-3,0.096285,348490462.025005,2.869519,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,4194304,-3,0.096319,348366686.920831,2.870539,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,8388608,-3,0.191796,349896922.403819,2.857985,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,8388608,-3,0.192041,349450710.379697,2.861634,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,8388608,-3,0.192015,349497307.802870,2.861252,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,8388608,-3,0.192055,349426055.984009,2.861836,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,8388608,-3,0.192082,349376119.282959,2.862245,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,8388608,-3,0.192051,349432580.175893,2.861782,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,8388608,-3,0.192107,349329776.140917,2.862625,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,8388608,-3,0.191812,349867640.465559,2.858224,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,16777216,-3,0.383349,350118477.080657,2.856176,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,16777216,-3,0.383476,350002678.797630,2.857121,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,16777216,-3,0.383524,349959343.804046,2.857475,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,16777216,-3,0.383289,350174146.585265,2.855722,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,16777216,-3,0.383372,350097797.177707,2.856345,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,16777216,-3,0.383280,350181618.852598,2.855661,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,16777216,-3,0.383271,350190095.243373,2.855592,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,16777216,-3,0.383435,350040424.633544,2.856813,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,33554432,-3,0.765765,350545524.614284,2.852697,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,33554432,-3,0.765928,350470800.592909,2.853305,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,33554432,-3,0.765930,350469906.890900,2.853312,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,33554432,-3,0.766088,350397867.161096,2.853899,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,33554432,-3,0.765987,350444019.439158,2.853523,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,33554432,-3,0.766302,350299600.250416,2.854699,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,33554432,-3,0.766039,350420034.372671,2.853718,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,33554432,-3,0.766248,350324657.123089,2.854495,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,67108864,-3,1.531013,350663807.309485,2.851734,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,67108864,-3,1.531510,350550134.802876,2.852659,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,67108864,-3,1.530911,350687210.577788,2.851544,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,67108864,-3,1.531484,350556114.258404,2.852610,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,67108864,-3,1.531711,350504010.439458,2.853034,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,67108864,-3,1.531523,350547117.211179,2.852684,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,67108864,-3,1.531387,350578273.552106,2.852430,0.000000,268.435456,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,8,67108864,0,67108864,-3,1.531380,350579866.446585,2.852417,0.000000,268.435456,0.000000
