dev,alg,reps,n,bs,q,lr,t,q/s,ns/q,construction
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,1,-1,0.000943,33946.383307,29458.219185,172.558594,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,1,-1,0.001004,31859.373923,31387.936324,172.798981,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,1,-1,0.000957,33430.351073,29912.937433,171.851852,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,1,-1,0.001052,30407.123661,32887.030393,173.204712,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,1,-1,0.000979,32692.960238,30587.624758,173.537170,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,1,-1,0.000924,34622.892292,28882.624581,172.993668,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,1,-1,0.000922,34690.453283,28826.374561,172.526428,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,1,-1,0.000788,40595.123331,24633.500725,171.813034,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,1,-1,0.000917,34905.041116,28649.156913,173.605667,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,1,-1,0.000833,38416.196098,26030.687615,172.589813,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,1,-1,0.000772,41456.092847,24121.906608,173.238983,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,1,-1,0.001120,28573.572553,34997.373819,173.122086,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,1,-1,0.000915,34961.100624,28603.218496,173.410416,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,1,-1,0.001027,31171.340182,32080.750912,173.792175,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,1,-1,0.001062,30125.444682,33194.530755,175.508301,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,1,-1,0.000947,33775.082503,29607.625678,172.654099,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,2,-1,0.000979,65340.524791,15304.437838,173.493774,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,2,-1,0.000918,69738.579429,14339.265414,172.736221,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,2,-1,0.001118,57222.765726,17475.562170,173.664276,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,2,-1,0.000963,66429.732090,15053.500421,173.240082,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,2,-1,0.001062,60259.342696,16594.937071,172.594391,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,2,-1,0.001083,59093.684690,16922.282055,172.132889,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,2,-1,0.000891,71822.714438,13923.171908,172.208160,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,2,-1,0.001162,55092.766612,18151.203170,172.670319,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,2,-1,0.001150,55651.350124,17969.015986,173.183563,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,2,-1,0.001081,59222.741529,16885.405406,172.252228,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,2,-1,0.001002,63847.152410,15662.405640,172.720642,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,2,-1,0.001038,61647.234928,16221.327707,173.043243,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,2,-1,0.001027,62326.895286,16044.437885,172.752350,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,2,-1,0.001090,58722.813195,17029.156908,174.361008,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,2,-1,0.000918,69699.769987,14347.249642,172.197311,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,2,-1,0.001161,55140.234894,18135.577440,174.230133,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,4,-1,0.001095,116930.745109,8552.070707,173.948959,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,4,-1,0.001076,118933.021065,8408.093825,173.516327,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,4,-1,0.000926,138279.115252,7231.750060,172.663681,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,4,-1,0.001138,112474.472317,8890.906349,175.269775,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,4,-1,0.001082,118269.278425,8455.281146,173.259872,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,4,-1,0.001040,123113.025440,8122.617379,174.150696,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,4,-1,0.001133,112987.669702,8850.523271,172.616821,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,4,-1,0.001135,112810.509575,8864.422329,173.946167,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,4,-1,0.001106,115767.325042,8638.015948,174.183624,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,4,-1,0.001033,123915.144110,8070.038632,174.538162,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,4,-1,0.000859,148997.983395,6711.500231,172.694839,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,4,-1,0.001088,117663.825071,8498.788811,174.235352,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,4,-1,0.001132,113106.475112,8841.226809,174.468536,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,4,-1,0.001154,110870.792183,9019.508027,173.990341,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,4,-1,0.001178,108661.792037,9202.866815,174.361038,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,4,-1,0.001184,108074.613973,9252.866730,173.871262,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,8,-1,0.001016,252019.356173,3967.949189,173.335205,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,8,-1,0.001094,233921.125009,4274.945240,173.932999,4512.142592,285.216128
NVIDIA RTX 6000 Ada Generation,[GPU] RTX_blocks,32,67108864,131072,8,-1,0.001323,193480.748136,5168.472882,173.598267,4512.142592,285.216128
