dev,alg,reps,n,bs,q,lr,t,q/s,ns/q,construction,outbuffer,tempbuffer
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,1000000,0,67108864,-1,157.091797,854390.430754,1170.425094,0.000000,4.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,1000000,0,67108864,-1,159.044922,843898.229618,1184.977009,0.000000,4.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,2000000,0,67108864,-1,336.323375,399073.445311,2505.804412,0.000000,8.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,2000000,0,67108864,-1,336.509094,398853.197411,2507.188125,0.000000,8.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,3000000,0,67108864,-1,513.868875,261190.615991,3828.621469,0.000000,12.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,3000000,0,67108864,-1,514.002969,261122.476250,3829.620546,0.000000,12.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,4000000,0,67108864,-1,692.008438,193953.889471,5155.864637,0.000000,16.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,4000000,0,67108864,-1,692.334250,193862.614770,5158.292130,0.000000,16.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,5000000,0,67108864,-1,870.211875,154235.688866,6483.583711,0.000000,20.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,5000000,0,67108864,-1,869.779562,154312.349688,6480.362732,0.000000,20.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,6000000,0,67108864,-1,1048.322625,128030.937041,7810.612209,0.000000,24.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,6000000,0,67108864,-1,1048.140813,128053.145531,7809.257600,0.000000,24.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,7000000,0,67108864,-1,1225.619125,109510.144924,9131.574072,0.000000,28.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,7000000,0,67108864,-1,1225.255875,109542.611253,9128.867649,0.000000,28.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,8000000,0,67108864,-1,1402.728750,95683.308694,10451.143607,0.000000,32.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,8000000,0,67108864,-1,1402.787750,95679.284339,10451.583192,0.000000,32.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,9000000,0,67108864,-1,1580.398375,84926.516075,11774.885468,0.000000,36.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,9000000,0,67108864,-1,1580.214875,84936.378035,11773.518287,0.000000,36.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,10000000,0,67108864,-1,1759.126125,76297.956180,13106.510974,0.000000,40.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,10000000,0,67108864,-1,1758.993250,76303.719756,13105.520979,0.000000,40.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,20000000,0,67108864,-1,5303.570000,25307.053174,39514.675736,0.000000,80.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,20000000,0,67108864,-1,5325.927500,25200.817698,39681.252092,0.000000,80.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,30000000,0,67108864,-1,10976.213000,12228.054248,81779.159606,0.000000,120.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,30000000,0,67108864,-1,10959.275000,12246.953197,81652.961671,0.000000,120.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,40000000,0,67108864,-1,16427.316000,8170.399108,122393.041849,0.000000,160.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,40000000,0,67108864,-1,16499.470000,8134.669053,122930.631042,0.000000,160.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,50000000,0,67108864,-1,26083.866000,5145.622509,194339.945912,0.000000,200.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,50000000,0,67108864,-1,26116.538000,5139.185293,194583.371282,0.000000,200.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,60000000,0,67108864,-1,38053.628000,3527.067853,283521.622419,0.000000,240.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,60000000,0,67108864,-1,38100.188000,3522.757630,283868.521452,0.000000,240.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,70000000,0,67108864,-1,50388.160000,2663.675911,375421.047211,0.000000,280.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,70000000,0,67108864,-1,50412.748000,2662.376746,375604.242086,0.000000,280.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,80000000,0,67108864,-1,62743.340000,2139.154976,467474.311590,0.000000,320.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,80000000,0,67108864,-1,62759.560000,2138.602119,467595.160007,0.000000,320.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,90000000,0,67108864,-1,75147.824000,1786.049427,559894.919395,0.000000,360.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,90000000,0,67108864,-1,75180.104000,1785.282553,560135.424137,0.000000,360.000000,0.000000
NVIDIA RTX 6000 Ada Generation,[GPU] BASE,2,100000000,0,67108864,-1,87609.488000,1531.999913,652741.551399,0.000000,400.000000,0.000000
