dev,alg,reps,n,bs,q,lr,t,q/s,ns/q,construction,outbuffer,tempbuffer
CPU AMAX-H100,[CPU] HRMQ,16,1,0,67108864,1,0.138401,7758195773.043422,0.128896,0.024061,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,1,0,67108864,1,0.140504,7642071454.009482,0.130855,0.023290,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,1,0,67108864,1,0.138681,7742508868.248138,0.129157,0.028200,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,1,0,67108864,1,0.138554,7749650029.125196,0.129038,0.026940,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,1,0,67108864,1,0.139360,7704781930.925293,0.129790,0.025110,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,1,0,67108864,1,0.140887,7621295144.840116,0.131211,0.019820,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,1,0,67108864,1,0.138048,7778015883.889847,0.128567,0.016210,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,1,0,67108864,1,0.138370,7759905985.982077,0.128868,0.016041,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,1,0,67108864,1,0.138618,7746025363.612758,0.129098,0.027570,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,1,0,67108864,1,0.138364,7760255136.605756,0.128862,0.020870,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,1,0,67108864,1,0.138169,7771218851.639627,0.128680,0.023601,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,1,0,67108864,1,0.138177,7770766596.179391,0.128687,0.023541,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,1,0,67108864,1,0.138761,7738068808.534307,0.129231,0.025081,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,1,0,67108864,1,0.138602,7746962554.945188,0.129083,0.026530,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,1,0,67108864,1,0.138311,7763266152.467222,0.128812,0.019920,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,1,0,67108864,1,0.138138,7772942539.030986,0.128651,0.017510,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,2,0.145015,7404368010.882521,0.135055,0.024221,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,2,0.157839,6802764094.227650,0.146999,0.021960,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,2,0.145217,7394032821.566205,0.135244,0.023760,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,2,0.187661,5721714809.721251,0.174773,0.024640,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,2,0.144939,7408221912.648587,0.134985,0.024241,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,2,0.157950,6797967990.308593,0.147103,0.018290,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,2,0.144973,7406476870.441283,0.135017,0.024340,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,2,0.144960,7407172293.635360,0.135004,0.023991,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,2,0.157920,6799269853.184940,0.147075,0.024720,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,2,0.157613,6812505898.500467,0.146789,0.023180,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,2,0.145229,7393457936.668760,0.135255,0.027090,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,2,0.145307,7389492114.058746,0.135327,0.024540,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,2,0.145038,7403159815.649299,0.135077,0.024990,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,2,0.157589,6813552732.064965,0.146766,0.019900,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,2,0.145031,7403526672.705465,0.135071,0.024841,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,2,0.147446,7282271680.633209,0.137320,0.024990,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,1,0.183034,5866353803.691309,0.170464,0.024020,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,1,0.186738,5749996460.029498,0.173913,0.023081,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,1,0.182714,5876634584.779922,0.170165,0.023790,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,1,0.186807,5747869785.078274,0.173977,0.024981,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,1,0.182878,5871360605.317794,0.170318,0.023960,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,1,0.186725,5750391157.597525,0.173901,0.020170,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,1,0.182592,5880545674.376082,0.170052,0.025350,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,1,0.183158,5862366325.345727,0.170580,0.026100,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,1,0.184697,5813535607.914349,0.172012,0.023170,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,1,0.183901,5838705005.525088,0.171271,0.024590,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,1,0.182390,5887051441.271117,0.169864,0.019890,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,1,0.412980,2599985168.242918,0.384618,0.019210,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,1,0.186757,5749404985.008876,0.173931,0.024730,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,1,0.206677,5195274731.552182,0.192483,0.025360,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,1,0.189023,5680496761.943140,0.176041,0.024370,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,2,0,67108864,1,0.187995,5711544268.396236,0.175084,0.024560,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,4,0.188494,5696438151.068804,0.175548,0.019710,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,4,0.190208,5645101239.214010,0.177145,0.024840,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,4,0.188710,5689899409.618051,0.175750,0.025361,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,4,0.173321,6195107932.350362,0.161418,0.025560,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,4,0.168581,6369295787.669214,0.157003,0.023690,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,4,0.187458,5727898413.714512,0.174584,0.023000,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,4,0.161899,6632188864.742025,0.150780,0.024571,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,4,0.177253,6057664466.344326,0.165080,0.023960,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,4,0.173556,6186706491.732287,0.161637,0.024991,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,4,0.174494,6153462967.696148,0.162510,0.025830,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,4,0.176313,6089971011.987773,0.164204,0.016201,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,4,0.177400,6052662993.688672,0.165217,0.024661,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,4,0.173544,6187157438.636758,0.161625,0.025660,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,4,0.173761,6179412903.819502,0.161828,0.018720,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,4,0.170563,6295265117.307565,0.158850,0.023510,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,4,0.160939,6671717950.878897,0.149886,0.017681,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,2,0.214446,5007060257.254069,0.199718,0.018410,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,2,0.208829,5141715288.247643,0.194488,0.023790,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,2,0.215066,4992620494.094775,0.200296,0.017651,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,2,0.223154,4811655188.164854,0.207829,0.025171,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,2,0.215901,4973298288.352274,0.201074,0.024251,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,2,0.246736,4351784593.001560,0.229791,0.019770,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,2,0.226517,4740224345.724466,0.210960,0.024890,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,2,0.215209,4989296904.103676,0.200429,0.024511,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,2,0.217030,4947434011.720924,0.202125,0.019920,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,2,0.213752,5023295470.391725,0.199073,0.019370,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,2,0.218047,4924357535.707582,0.203072,0.023010,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,2,0.217388,4939282949.431635,0.202459,0.019960,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,2,0.213247,5035196139.499390,0.198602,0.020930,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,2,0.214066,5015939751.883257,0.199364,0.025131,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,2,0.210479,5101429359.287170,0.196023,0.024870,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,2,0.233861,4591357887.020567,0.217800,0.024351,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,1,0.226233,4746185442.693998,0.210696,0.025291,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,1,0.227799,4713552255.697324,0.212154,0.027800,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,1,0.218989,4903175992.087888,0.203949,0.024990,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,1,0.218895,4905291003.733999,0.203862,0.023170,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,1,0.214904,4996388021.836246,0.200145,0.025050,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,1,0.219811,4884839717.729668,0.204715,0.026900,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,1,0.218384,4916771084.598410,0.203386,0.020070,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,1,0.220238,4875362813.118888,0.205113,0.023240,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,1,0.227223,4725501305.439775,0.211618,0.019210,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,1,0.230441,4659498854.748241,0.214615,0.020121,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,1,0.228095,4707438177.908884,0.212430,0.018800,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,1,0.221041,4857652044.921208,0.205861,0.025161,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,1,0.221401,4849751452.016411,0.206196,0.024780,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,1,0.229273,4683249684.732806,0.213527,0.026531,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,1,0.220403,4871715154.562819,0.205267,0.021581,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,4,0,67108864,1,0.230268,4663019381.639860,0.214453,0.023931,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,8,0.200285,5361065413.453474,0.186530,0.019530,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,8,0.214258,5011446997.120699,0.199543,0.024821,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,8,0.192158,5587813551.071955,0.178961,0.023790,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,8,0.204923,5239724790.600048,0.190850,0.024491,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,8,0.206630,5196435653.964231,0.192440,0.019720,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,8,0.200438,5356983770.010846,0.186672,0.020200,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,8,0.215203,4989444069.274035,0.200423,0.024740,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,8,0.196001,5478238360.922935,0.182540,0.025131,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,8,0.192396,5580882015.388980,0.179183,0.020560,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,8,0.213725,5023942449.284834,0.199047,0.024430,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,8,0.174961,6137049215.152197,0.162945,0.018840,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,8,0.208990,5137767505.458309,0.194637,0.023770,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,8,0.199808,5373867659.038546,0.186086,0.019830,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,8,0.183702,5845015544.568727,0.171086,0.026610,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,8,0.182511,5883148419.063882,0.169977,0.025851,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,8,0.190450,5637932076.461242,0.177370,0.023650,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,4,0.530205,2025145526.373523,0.493792,0.025020,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,4,0.283183,3791685396.123370,0.263735,0.025671,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,4,0.296873,3616834270.255790,0.276485,0.027130,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,4,0.250632,4284130934.051212,0.233420,0.026090,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,4,0.269934,3977786864.921399,0.251396,0.020780,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,4,0.245086,4381080503.038452,0.228254,0.026041,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,4,0.240208,4470058880.286739,0.223711,0.026050,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,4,0.274797,3907400570.937327,0.255925,0.031470,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,4,0.249154,4309552807.029210,0.232043,0.023950,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,4,0.239379,4485534049.276355,0.222939,0.025331,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,4,0.247152,4344463258.913331,0.230178,0.024110,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,4,0.262638,4088301936.314309,0.244600,0.027161,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,4,0.237893,4513553710.398119,0.221555,0.021210,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,4,0.276455,3883968344.936544,0.257469,0.027331,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,4,0.242906,4420393256.663907,0.226224,0.021320,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,4,0.272494,3940419490.404232,0.253780,0.024890,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,2,0.259626,4135726673.583607,0.241795,0.026940,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,2,0.242233,4432687967.570564,0.225597,0.020651,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,2,0.250936,4278943196.952623,0.233703,0.026680,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,2,0.258630,4151660019.742360,0.240868,0.024800,0.003096,0.000000
CPU AMAX-H100,[CPU] HRMQ,16,8,0,67108864,2,0.263852,4069482590.935735,0.245731,0.024400,0.003096,0.000000
