dev,alg,reps,n,bs,q,lr,t,q/s,ns/q,construction,outbuffer,tempbuffer
NVIDIA TITAN RTX,LCA,16,1000000,0,67108864,-1,0.258985,4145959233.579747,0.241199,10.937021
NVIDIA TITAN RTX,LCA,16,1000000,0,67108864,-1,0.263034,4082139435.288204,0.244970,13.502339
NVIDIA TITAN RTX,LCA,16,1000000,0,67108864,-1,0.254577,4217742753.358521,0.237094,11.646440
NVIDIA TITAN RTX,LCA,16,1000000,0,67108864,-1,0.263222,4079230668.852962,0.245144,9.742540
NVIDIA TITAN RTX,LCA,16,1000000,0,67108864,-1,0.254627,4216918021.978104,0.237140,9.741280
NVIDIA TITAN RTX,LCA,16,1000000,0,67108864,-1,0.262342,4092900803.324725,0.244325,10.013950
NVIDIA TITAN RTX,LCA,16,1000000,0,67108864,-1,0.253927,4228541970.525148,0.236488,12.009253
NVIDIA TITAN RTX,LCA,16,1000000,0,67108864,-1,0.254404,4220613249.055354,0.236932,14.647852
NVIDIA TITAN RTX,LCA,16,1000000,0,67108864,-1,0.254197,4224060622.124172,0.236739,18.394217
NVIDIA TITAN RTX,LCA,16,1000000,0,67108864,-1,0.254473,4219474651.799524,0.236996,9.912892
NVIDIA TITAN RTX,LCA,16,1000000,0,67108864,-1,0.254385,4220925654.518417,0.236915,9.765542
NVIDIA TITAN RTX,LCA,16,1000000,0,67108864,-1,0.254813,4213842343.533625,0.237313,12.921879
NVIDIA TITAN RTX,LCA,16,1000000,0,67108864,-1,0.254400,4220681346.466602,0.236929,9.886926
NVIDIA TITAN RTX,LCA,16,1000000,0,67108864,-1,0.254691,4215857693.880733,0.237200,14.577752
NVIDIA TITAN RTX,LCA,16,1000000,0,67108864,-1,0.262893,4084323970.949880,0.244839,13.377854
NVIDIA TITAN RTX,LCA,16,1000000,0,67108864,-1,0.254026,4226889200.166267,0.236581,9.790494
NVIDIA TITAN RTX,LCA,16,2000000,0,67108864,-1,0.684752,1568073711.914070,0.637725,20.114010
NVIDIA TITAN RTX,LCA,16,2000000,0,67108864,-1,0.683968,1569870691.783975,0.636995,19.577608
NVIDIA TITAN RTX,LCA,16,2000000,0,67108864,-1,0.619267,1733891136.444218,0.576737,15.307456
NVIDIA TITAN RTX,LCA,16,2000000,0,67108864,-1,0.619977,1731906439.884619,0.577398,19.064423
NVIDIA TITAN RTX,LCA,16,2000000,0,67108864,-1,0.684535,1568571729.826541,0.637523,19.416016
NVIDIA TITAN RTX,LCA,16,2000000,0,67108864,-1,0.619729,1732599466.025425,0.577167,18.223673
NVIDIA TITAN RTX,LCA,16,2000000,0,67108864,-1,0.619835,1732301923.917576,0.577267,18.943329
NVIDIA TITAN RTX,LCA,16,2000000,0,67108864,-1,0.619674,1732751518.103181,0.577117,14.802892
NVIDIA TITAN RTX,LCA,16,2000000,0,67108864,-1,0.682974,1572156646.381544,0.636069,14.854968
NVIDIA TITAN RTX,LCA,16,2000000,0,67108864,-1,0.682118,1574129470.459033,0.635272,14.819682
NVIDIA TITAN RTX,LCA,16,2000000,0,67108864,-1,0.684428,1568816940.155867,0.637423,17.720367
NVIDIA TITAN RTX,LCA,16,2000000,0,67108864,-1,0.683948,1569917063.031075,0.636976,14.812902
NVIDIA TITAN RTX,LCA,16,2000000,0,67108864,-1,0.619594,1732977683.066834,0.577041,17.825899
NVIDIA TITAN RTX,LCA,16,2000000,0,67108864,-1,0.620370,1730807741.525999,0.577765,22.162708
NVIDIA TITAN RTX,LCA,16,2000000,0,67108864,-1,0.683849,1570145316.734643,0.636884,32.272785
NVIDIA TITAN RTX,LCA,16,2000000,0,67108864,-1,0.684188,1569366388.796598,0.637200,29.670250
NVIDIA TITAN RTX,LCA,16,3000000,0,67108864,-1,0.806407,1331513146.995317,0.751025,19.947998
NVIDIA TITAN RTX,LCA,16,3000000,0,67108864,-1,0.807335,1329982962.186381,0.751889,34.985668
NVIDIA TITAN RTX,LCA,16,3000000,0,67108864,-1,0.806284,1331715945.723005,0.750911,22.641102
NVIDIA TITAN RTX,LCA,16,3000000,0,67108864,-1,0.806298,1331693969.517006,0.750923,38.378044
NVIDIA TITAN RTX,LCA,16,3000000,0,67108864,-1,0.807107,1330358614.095572,0.751677,20.065374
NVIDIA TITAN RTX,LCA,16,3000000,0,67108864,-1,0.806967,1330589239.708199,0.751547,23.883623
NVIDIA TITAN RTX,LCA,16,3000000,0,67108864,-1,0.806074,1332063225.722662,0.750715,36.631279
NVIDIA TITAN RTX,LCA,16,3000000,0,67108864,-1,0.806460,1331426684.016404,0.751074,22.997665
NVIDIA TITAN RTX,LCA,16,3000000,0,67108864,-1,0.805374,1333220720.451156,0.750063,24.350977
NVIDIA TITAN RTX,LCA,16,3000000,0,67108864,-1,0.808016,1328861494.123672,0.752524,24.205975
NVIDIA TITAN RTX,LCA,16,3000000,0,67108864,-1,0.806195,1331863951.173984,0.750827,43.591354
NVIDIA TITAN RTX,LCA,16,3000000,0,67108864,-1,0.807411,1329857188.849516,0.751960,24.197132
NVIDIA TITAN RTX,LCA,16,3000000,0,67108864,-1,0.807682,1329411091.504033,0.752213,24.723537
NVIDIA TITAN RTX,LCA,16,3000000,0,67108864,-1,0.806320,1331657982.525883,0.750944,20.623880
NVIDIA TITAN RTX,LCA,16,3000000,0,67108864,-1,0.807633,1329492369.663288,0.752167,23.270960
NVIDIA TITAN RTX,LCA,16,3000000,0,67108864,-1,0.806358,1331594380.023873,0.750979,28.089304
NVIDIA TITAN RTX,LCA,16,4000000,0,67108864,-1,0.913724,1175126932.968241,0.850972,30.096554
NVIDIA TITAN RTX,LCA,16,4000000,0,67108864,-1,0.909618,1180431220.842040,0.847148,35.389359
NVIDIA TITAN RTX,LCA,16,4000000,0,67108864,-1,0.906470,1184530569.037027,0.844216,33.765820
NVIDIA TITAN RTX,LCA,16,4000000,0,67108864,-1,0.906317,1184731034.110424,0.844073,25.073378
NVIDIA TITAN RTX,LCA,16,4000000,0,67108864,-1,0.906724,1184198710.401317,0.844453,31.918646
NVIDIA TITAN RTX,LCA,16,4000000,0,67108864,-1,0.907695,1182932389.553699,0.845357,43.115189
NVIDIA TITAN RTX,LCA,16,4000000,0,67108864,-1,0.905588,1185684909.752283,0.843394,26.845072
NVIDIA TITAN RTX,LCA,16,4000000,0,67108864,-1,0.906497,1184496353.962981,0.844241,28.919653
NVIDIA TITAN RTX,LCA,16,4000000,0,67108864,-1,0.906010,1185132247.720201,0.843788,41.261902
NVIDIA TITAN RTX,LCA,16,4000000,0,67108864,-1,0.907484,1183207989.476071,0.845160,29.959471
NVIDIA TITAN RTX,LCA,16,4000000,0,67108864,-1,0.905900,1185276054.787580,0.843685,28.771719
NVIDIA TITAN RTX,LCA,16,4000000,0,67108864,-1,0.911869,1177517921.578082,0.849244,30.075363
NVIDIA TITAN RTX,LCA,16,4000000,0,67108864,-1,0.913747,1175097183.585017,0.850993,29.403488
NVIDIA TITAN RTX,LCA,16,4000000,0,67108864,-1,0.906309,1184741725.359272,0.844066,28.619745
NVIDIA TITAN RTX,LCA,16,4000000,0,67108864,-1,0.906653,1184291423.922097,0.844387,29.121458
NVIDIA TITAN RTX,LCA,16,4000000,0,67108864,-1,0.907065,1183753521.088886,0.844770,27.157888
NVIDIA TITAN RTX,LCA,16,5000000,0,67108864,-1,0.970040,1106904643.892558,0.903420,30.337593
NVIDIA TITAN RTX,LCA,16,5000000,0,67108864,-1,0.971662,1105057219.298899,0.904931,36.735699
NVIDIA TITAN RTX,LCA,16,5000000,0,67108864,-1,1.003085,1070439234.104690,0.934196,36.961201
NVIDIA TITAN RTX,LCA,16,5000000,0,67108864,-1,1.002133,1071456803.725405,0.933309,38.340458
NVIDIA TITAN RTX,LCA,16,5000000,0,67108864,-1,0.971662,1105056941.641274,0.904931,40.180546
NVIDIA TITAN RTX,LCA,16,5000000,0,67108864,-1,0.970884,1105942475.909198,0.904206,32.954788
NVIDIA TITAN RTX,LCA,16,5000000,0,67108864,-1,1.001550,1072080243.578541,0.932766,30.473560
NVIDIA TITAN RTX,LCA,16,5000000,0,67108864,-1,0.974555,1101776674.034689,0.907625,39.390198
NVIDIA TITAN RTX,LCA,16,5000000,0,67108864,-1,0.970326,1106578166.787972,0.903687,30.655458
NVIDIA TITAN RTX,LCA,16,5000000,0,67108864,-1,0.973372,1103116128.671191,0.906523,37.531601
NVIDIA TITAN RTX,LCA,16,5000000,0,67108864,-1,0.970223,1106696230.536126,0.903590,40.356747
NVIDIA TITAN RTX,LCA,16,5000000,0,67108864,-1,0.973100,1103423401.662820,0.906270,41.246990
NVIDIA TITAN RTX,LCA,16,5000000,0,67108864,-1,1.001768,1071846401.283667,0.932969,32.207005
NVIDIA TITAN RTX,LCA,16,5000000,0,67108864,-1,0.969970,1106984673.748852,0.903355,36.417488
NVIDIA TITAN RTX,LCA,16,5000000,0,67108864,-1,0.969678,1107317733.344571,0.903083,37.415337
NVIDIA TITAN RTX,LCA,16,5000000,0,67108864,-1,0.974621,1101702017.956826,0.907686,51.998104
NVIDIA TITAN RTX,LCA,16,6000000,0,67108864,-1,1.016983,1055810572.374833,0.947140,38.004932
NVIDIA TITAN RTX,LCA,16,6000000,0,67108864,-1,1.016872,1055926226.903494,0.947036,44.084927
NVIDIA TITAN RTX,LCA,16,6000000,0,67108864,-1,1.015939,1056896249.861281,0.946167,41.636047
NVIDIA TITAN RTX,LCA,16,6000000,0,67108864,-1,1.036528,1035902305.671800,0.965342,41.492062
NVIDIA TITAN RTX,LCA,16,6000000,0,67108864,-1,1.046478,1026052908.846498,0.974609,45.520836
NVIDIA TITAN RTX,LCA,16,6000000,0,67108864,-1,1.035804,1036626373.354317,0.964668,40.451984
NVIDIA TITAN RTX,LCA,16,6000000,0,67108864,-1,1.046841,1025696722.108976,0.974947,42.361713
NVIDIA TITAN RTX,LCA,16,6000000,0,67108864,-1,1.036359,1036070932.440786,0.965185,40.642937
NVIDIA TITAN RTX,LCA,16,6000000,0,67108864,-1,1.035581,1036849254.275396,0.964460,43.421921
NVIDIA TITAN RTX,LCA,16,6000000,0,67108864,-1,1.017754,1055011316.388922,0.947857,40.428680
NVIDIA TITAN RTX,LCA,16,6000000,0,67108864,-1,1.017561,1055211096.035311,0.947678,50.285477
NVIDIA TITAN RTX,LCA,16,6000000,0,67108864,-1,1.016850,1055948853.793567,0.947016,34.871014
NVIDIA TITAN RTX,LCA,16,6000000,0,67108864,-1,1.016732,1056071448.818175,0.946906,44.675732
NVIDIA TITAN RTX,LCA,16,6000000,0,67108864,-1,1.017909,1054850826.076174,0.948001,37.926788
